careerPageURL,component--field-formatter href,provide-styling src,identifier-label,component--field-formatter,component--field-formatter href 2,component--field-formatter 5,component--field-formatter href 3,component--field-formatter 6,component--field-formatter 7,component--field-formatter 8,component--field-formatter href 4,component--field-formatter 9,component--field-formatter href 5,component--field-formatter 10,component--field-formatter 11,component--field-formatter href 6,component--field-formatter 12,accent,accent href,accent 2,accent href 2,accent 3,accent href 3,accent 4,accent href 4,accent 5,accent href 5,accent 6,accent href 6,accent 7,accent href 7,component--field-formatter 14,component--field-formatter 15,component--field-formatter href 7
,https://www.crunchbase.com/organization/unspun-2,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/ojymwyqng3ie37s7caub",unspun,unspun.io,https://unspun.io,"Jun 15, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/unspun-2,—,"Unspun is a robotics and digital apparel company building custom jeans for each consumer, on demand. The company's mission is to reduce global carbon emissions by 1% through automated, localized, and intentional manufacturing. The company's technology is currently being realized through our award-winning brand unspun.io (one of TIME's Best Inventions of 2019), a software B2B platform powering digital customization for multiple large apparel labels, and a National Science Foundation-backed hardware team working on the future of additive and automated apparel production. We’re a fast-moving company powered by Fifty Years, Prelude Ventures, SOSV, and the H&M Foundation.","$26,424,999",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/unspun-2,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,2017,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/unspun-2,",,,,,",3D Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/3d-technology,Apparel,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/apparel,Fashion,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/fashion,Industrial Automation,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/industrial-automation,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software,San Francisco,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/san-francisco-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,Snspun is a robotics and digital apparel company building custom jeans.,"2,929",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/2929
,https://www.crunchbase.com/organization/rootly,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/l5igomb2dcymgvspjofp",Rootly,rootly.com/,https://rootly.com,"Aug 10, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/rootly,—,"Rootly is an incident management platform and Slackbot designed to help companies resolve incidents faster by automating manual admin tasks and providing insight to prevent them in the future. Its innovative platform alleviates the strain and confusion engineers experience in the wake of an incident while saving organizations millions of dollars in lost revenue and developer productivity. Implemented in less than 5 minutes, Rootly eliminates the distraction and frustration of building incident management in-house.","$15,200,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/rootly,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,"Nov 1, 2020",11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/rootly,",,,,,",Developer Platform,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/developer-platform,Developer Tools,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/developer-tools,Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/information-technology-dbca,Productivity Tools,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/productivity-tools,SaaS,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/saas-5c4e,San Francisco,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/san-francisco-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,"Manage incidents directly in Slack. Trusted by leading companies like Canva, Ford, Grammarly, Flickr, and more.","2,957",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/2957
,https://www.crunchbase.com/organization/tabular-technologies,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/c9v1zd5esrqyteii0yym",Tabular,tabular.io/,https://tabular.io,"Sep 19, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/tabular-technologies,—,"Tabular Technologies is building an independent data automation platform powered by the open-source standard for huge analytic datasets, Apache Iceberg.","$37,000,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/tabular-technologies,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,Jul 2021,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/tabular-technologies,",,",Analytics,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/analytics,Cloud Computing,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/cloud-computing,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software,,,,,San Jose,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/san-jose-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,Tabular is building an independent data automation platform.,"2,994",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/2994
,https://www.crunchbase.com/organization/elemental-cognition,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/z4nrdlopaf2mvwiodf9k",Elemental Cognition,ec.ai,https://ec.ai,"Aug 17, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/elemental-cognition,—,"Elemental Cognition (EC) provides a revolutionary hybrid AI platform with superior natural language understanding that powers expert problem-solving intelligence in conversational and discovery applications. EC was founded in 2015 by Dr. David Ferrucci, the renowned AI researcher and inventor of IBM’s breakthrough Watson technology. EC AI transparently engages with people to understand, reason, and explain complex problems.  EC customers are in several verticals, including but not limited to healthcare, pharmaceuticals, life sciences, financial services, and travel.

The mission of Elemental Cognition (EC) is to transcend conventional AI, aiming to aid individuals in comprehending intricate content, engaging in logical thinking about it, and locating as well as elucidating solutions.

Elemental Cognition remains devoted to creating ethical and lucid AI, designed to contribute to resolving issues and providing proficiency in a manner that is both comprehensible and reliable.

Recognizing AI's potential to function as a cogitative partner akin to a human, EC envisions a landscape of transparency, where the rationale behind outcomes is on par in significance with the outcomes themselves.

What sets EC apart is its distinctive methodology, intertwining varied AI strategies within an innovative framework. This framework assimilates and ratiocinates upon knowledge that is understandable to humans, fostering collaborative and dynamic problem-solving. The outcome manifests as an expert problem-solving acumen that is more lucid and resource-efficient, seamlessly integrated into conversational and exploratory applications.","$126,951,153",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/elemental-cognition,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,"Apr 1, 2015",11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/elemental-cognition,",,,",Artificial Intelligence (AI),https://www.crunchbase.com/search/organizations/field/organization.companies/categories/artificial-intelligence,Education,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/education,Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/information-technology-dbca,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software,,,New York,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/new-york-new-york,New York,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/new-york-united-states,Elemental Cognition builds intelligent applications that solves toughest business problems with precision and reliability.,"3,010",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/3010
,https://www.crunchbase.com/organization/notraffic,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/zj0bbzudmam43so5djjf",NoTraffic,notraffic.tech,http://notraffic.tech,"Jun 27, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/notraffic,Yes,"NoTraffic, the developer of the world's leading mobility platform, is on a mission to digitize the backbone of transportation and streamline the next generation of traffic mobility. The company's end-to-end mobility management platform leverages AI and edge computing to reconfigure signalized city intersections into one fully automated, cloud-connected hub. In less than 2 hours of installation, the platform can classify all road users – private vehicles, public transportation, emergency services, pedestrians, and more – and respond accordingly to real-time traffic conditions to reduce travel times and CO2 emissions and improve safety. Ranked in TIME Magazine’s 100 Most Influential Companies list, NoTraffic is trusted by leading states in North America and has formed strategic partnerships with major communication giants such as AT&T and Rogers Communications. The company was founded in 2017 by Tal Kreisler, Uriel Katz, and Or Sela.","$75,650,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/notraffic,$10M to $50M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00010000,Sep 2017,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/notraffic,",,,,",Artificial Intelligence (AI),https://www.crunchbase.com/search/organizations/field/organization.companies/categories/artificial-intelligence,Computer Vision,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/computer-vision,Machine Learning,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/machine-learning,SaaS,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/saas-5c4e,Transportation,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/transportation,Palo Alto,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/palo-alto-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,NoTraffic is a software company that creates an autonomous traffic management platform in order to alleviate traffic congestion.,"3,127",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/3127
,https://www.crunchbase.com/organization/rivet-0146,,Rivet Work,rivet.work,https://rivet.work,"Apr 17, 2024",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/rivet-0146,—,"Rivet is a construction workforce management and labor operations platform for specialty contracting businesses. RIVET's Workforce Management software revolutionizes how contractors oversee, plan, schedule, and deploy crews through a unified platform. The company's team employs technology to help skilled trades, expedite digital transformation, and position construction as a preferred industry for the emerging workforce.","$14,300,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/rivet-0146,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,"Jan 31, 2020",11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/rivet-0146,",,,,,",Construction,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/construction,Human Resources,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/human-resources,Recruiting,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/recruiting,SaaS,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/saas-5c4e,Scheduling,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/scheduling,Detroit,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/detroit-michigan,Michigan,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/michigan-united-states,"Rivet Work transforms construction labor with digital workforce management, redefining how contractors deploy crews in a unified platform.","3,155",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/3155
,https://www.crunchbase.com/organization/airspace-intelligence,,Air Space Intelligence,airspace-intelligence.com,https://airspace-intelligence.com,"Dec 7, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/airspace-intelligence,—,Air Space Intelligence is a software-first aerospace & defense company. They partner with organizations such as the world’s largest airlines and government agencies to ensure that the global airspace remains safe and secure.,"$34,000,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/airspace-intelligence,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,2018,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/airspace-intelligence,",",Aerospace,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/aerospace-8a20,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software,,,,,,,San Francisco,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/san-francisco-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,A software-first aerospace company.,"3,160",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/3160
,https://www.crunchbase.com/organization/septerna,,Septerna,septerna.com,https://septerna.com,"Jul 11, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/septerna,—,"Septerna is a biotechnology company that discovers and advances novel small-molecule medicines targeting G protein-coupled receptors. The company's mission is to discover, develop, and commercialize medicines that improve the lives of patients by combining GPCR drug targets with the power of state-of-the-art small molecule drug discovery technologies. Septerna’s Native Complex platform is the engine that will make this happen.","$250,000,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/septerna,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,2022,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/septerna,",,,",Biotechnology,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/biotechnology,Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/information-technology-dbca,Medical,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/medical,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software,,,San Francisco,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/san-francisco-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,Septerna is a biotech firm unlocking diverse drug discovery potential in G protein-coupled receptors across various diseases.,"3,243",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/3243
,https://www.crunchbase.com/organization/vendelux,,Vendelux,vendelux.com,https://vendelux.com,"Nov 21, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/vendelux,—,"Vendelux is a provider of an AI-powered event intelligence platform that helps marketers make more data-driven decisions around event attendance, sponsorship, and hosting. Customers match CRM data against a proprietary database of over 30,000 events, including speaker, sponsor, and attendee information, to easily find their prospects, customers, and competitors everywhere they are going to be.","$17,149,995",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/vendelux,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,"Oct 31, 2021",11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/vendelux,",,,",Artificial Intelligence (AI),https://www.crunchbase.com/search/organizations/field/organization.companies/categories/artificial-intelligence,Business Intelligence,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/business-intelligence,Events,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/events,SaaS,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/saas-5c4e,,,New York,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/new-york-new-york,New York,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/new-york-united-states,Vendelux is a provider of an event intelligence platform.,"3,265",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/3265
,https://www.crunchbase.com/organization/rohirrim,,Rohirrim,rohirrim.ai,https://rohirrim.ai,"Dec 4, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/rohirrim,—,"Rohirrim pushes the frontiers of cognitive AI by developing domain-aware content generating technologies.

Rohan is a Generative AI platform that applies Document Understanding to ingests your entire data catalog (.ppt, .pdf, .doc, email, slack channel, reports, marketing material, proposal library, white papers, etc.) and weights a LLM making your data queryable and domain-aware. Rohan can generate long form, highly technical and unique content that is always sourced to ground truth.","$17,650,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/rohirrim,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,"May 6, 2022",11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/rohirrim,",,,",Apps,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/apps,Artificial Intelligence (AI),https://www.crunchbase.com/search/organizations/field/organization.companies/categories/artificial-intelligence,Generative AI,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/generative-ai,SaaS,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/saas-5c4e,,,Washington,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/washington-district-of-columbia,District of Columbia,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/district-of-columbia-united-states,Generative AI Purpose-Built for the Enterprise,"3,382",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/3382
,https://www.crunchbase.com/organization/document-crunch,,Document Crunch,www.documentcrunch.com,https://www.documentcrunch.com,"Feb 13, 2024",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/document-crunch,—,"Document Crunch is a contract intelligence platform that simplifies construction contracts by quickly identifying critical risk provisions and provides teams with guidance to make great decisions throughout the entire project lifecycle. The company aims to empower individuals across the construction industry, enabling them to comprehend the content of their contracts.","$15,600,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/document-crunch,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,"Jan 1, 2019",11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/document-crunch,",,,",Artificial Intelligence (AI),https://www.crunchbase.com/search/organizations/field/organization.companies/categories/artificial-intelligence,Computer,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/computer,Contact Management,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/contact-management,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software,,,Miami,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/miami-florida,Florida,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/florida-united-states,Document Crunch is an AI platform for reviewing contracts and documents.,"3,421",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/3421
,https://www.crunchbase.com/organization/dust-identity,,DUST Identity,dustidentity.com/,https://dustidentity.com,"Dec 5, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/dust-identity,—,DUST — the Diamond Unclonable Security Tag — is a proprietary technology which utilizes nanodiamonds to create an unclonable identity layer on any object. An optical scanner and cloud-based infrastructure provides an interface to the object identity and provenance. DUST ensures that trusted data and verifiable products are used and traced across their full lifecycle.,"$52,300,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/dust-identity,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,2018,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/dust-identity,",,,,,,",Cyber Security,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/cyber-security,Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/information-technology-dbca,Internet of Things,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/internet-of-things-ed3a,Nanotechnology,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/nanotechnology,Security,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/security-4c60,Newton,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/newton-massachusetts,Massachusetts,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/massachusetts-united-states,DUST Identity is a proprietary technology which utilizes nanodiamonds to create an unclonable identity layer on any object.,"3,473",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/3473
,https://www.crunchbase.com/organization/evpassport,,EVPassport,evpassport.com,https://evpassport.com,"Oct 12, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/evpassport,—,EVPassport provides an electric vehicle charging platform for purpose-driven organizations. The platform enhances customer engagement for these companies by providing custom-branded hardware with API-powered software that easily integrates with their existing applications and services.,"$201,180,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/evpassport,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,Oct 2020,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/evpassport,",,,",Automotive,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/automotive,Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/information-technology-dbca,Internet,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/internet,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software,,,Venice,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/venice-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,EVPassport provides an electric vehicle charging platform for purpose-driven organizations.,"3,585",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/3585
,https://www.crunchbase.com/organization/micro1,,micro1,www.micro1.ai/,https://www.micro1.ai,"Jul 7, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/micro1,—,"We're building an AI recruitment engine to help companies hire world-class software engineers easily. 

Our products: 
-Talent: hire world-class engineers for your core team
-gpt-vetting: interview candidates async using AI 
-microLab: managed engineering teams for your MVP","$3,300,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/micro1,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,2022,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/micro1,",,",Artificial Intelligence (AI),https://www.crunchbase.com/search/organizations/field/organization.companies/categories/artificial-intelligence,Consulting,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/consulting,Software Engineering,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software-engineering,,,,,Los Angeles,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/los-angeles-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,"World-class software engineers, powered by AI","3,598",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/3598
,https://www.crunchbase.com/organization/promaxo,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/v1502367161/ie25zsekdxticbscktfu.png",Promaxo,www.promaxo.com,http://www.promaxo.com,"Mar 25, 2024",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/promaxo,—,"Promaxo is a medical technology company that develops and commercializes customer-centric MRI systems, and MRI compatible robotics and machine learning based technologies that enhance patients' lives and redefine the standard of care. Using proprietary technologies protected by 55+ patents, the Company is bringing the first MRI and robotics guidance system for in-office use. Products in the pipeline include disposables and an AI-based tissue characterization system.","$60,448,258",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/promaxo,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,Jan 2016,11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/promaxo,",,,,",Health Care,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/health-care,Health Diagnostics,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/health-diagnostics,Machine Learning,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/machine-learning,Medical Device,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/medical-device,Therapeutics,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/therapeutics,Oakland,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/oakland-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,Promaxo is commercializing customer-centric MRI systems and robotic guidance tools for live diagnosis and treatment in a physician's office.,"5,119",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/5119
,https://www.crunchbase.com/organization/atomicwork,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/ry9xviymkoni4ewpmsag",Atomicwork,www.atomic.work,https://www.atomic.work,"Sep 5, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/atomicwork,—,"Atomicwork is an employee experience platform that allows users to find information and get help at work. The company was founded in 2022 and is headquartered in San Francisco, California, United States.","$11,000,000",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/atomicwork,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,"Sep 9, 2022",11-50,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/atomicwork,",,",Information Technology,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/information-technology-dbca,Internet,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/internet,SaaS,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/saas-5c4e,,,,,San Francisco,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/san-francisco-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,Atomicwork is an employee experience platform that allows users to find information and get help at work.,"5,155",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/5155
,https://www.crunchbase.com/organization/pathstream,"https://images.crunchbase.com/image/upload/c_pad,h_25,w_25,f_auto,b_white,q_auto:eco,dpr_1/nystyctvjvlp56gvles2",Pathstream,www.pathstream.com/,https://www.pathstream.com,"Jun 8, 2023",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/last_funding_at/pathstream,—,"Pathstream is a web-based platform for teaching in-demand tech skills for work. Pathstream partners with industry-leading tech companies and higher education institutions to transform digital skill learning. The company's platform allows students to immediately access pre-configured, project based instruction, realistic workplace simulations, and on-demand coaching.","$51,771,354",https://www.crunchbase.com/search/funding_rounds/field/organization.companies/funding_total/pathstream,$1M to $10M,https://www.crunchbase.com/search/organizations/field/organization.companies/revenue_range/r_00001000,2018,51-100,https://www.crunchbase.com/search/people/field/organization.companies/num_employees_enum/pathstream,",,,",Corporate Training,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/corporate-training,E-Learning,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/e-learning,Software,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/software,Training,https://www.crunchbase.com/search/organizations/field/organization.companies/categories/training,,,San Francisco,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/san-francisco-california,California,https://www.crunchbase.com/search/organizations/field/organization.companies/location_identifiers/california-united-states,Pathstream is a web-based platform for teaching in-demand tech skills for work.,"5,168",https://www.crunchbase.com/search/organization.companies/field/organization.companies/rank_org_company/5168
